0010010100000000 0 0 1 || xxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxx 3244 xxxx
0010010100000000 0 0 1 || xxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxx 3244 xxxx
0010010100000000 0 0 1 || xxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxx 3244 xxxx
0010010100000000 0 1 1 || xxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxx 3244 xxxx
0010010100000000 0 1 1 || 0010011011011110 0010011011011100 3244 f2bc
0010010100000000 0 1 1 || 0010011011011110 0010011011011100 3244 f2bc
0010010100000000 0 1 1 || 0010011011011110 0010011011011100 3244 f2bc
0010010100000000 0 0 1 || 0010011011011110 0010011011011100 3244 f2bc
0010010100000000 1 0 0 || 0010011011011110 0010011011011100 1dac f2bc
0010010100000000 1 0 0 || 0010011011011110 0010011011011100 1dac f2bc
0010010100000000 1 0 0 || 0010011011011110 0010011011011100 1dac f2bc
0010010100000000 1 1 0 || 0010011011011110 0010011011011100 1dac f2bc
0010010100000000 1 1 0 || 0001001101101111 0011101001001100 1dac 1068
0010010100000000 1 1 0 || 0001001101101111 0011101001001100 1dac 1068
0010010100000000 1 1 0 || 0001001101101111 0011101001001100 1dac 1068
0010010100000000 1 0 0 || 0001001101101111 0011101001001100 1dac 1068
0010010100000000 2 0 0 || 0001001101101111 0011101001001100 0fae 1068
0010010100000000 2 0 0 || 0001001101101111 0011101001001100 0fae 1068
0010010100000000 2 0 0 || 0001001101101111 0011101001001100 0fae 1068
0010010100000000 2 1 0 || 0001001101101111 0011101001001100 0fae 1068
0010010100000000 2 1 0 || 0010001000000011 0011010101110000 0fae 00ba
0010010100000000 2 1 0 || 0010001000000011 0011010101110000 0fae 00ba
0010010100000000 2 1 0 || 0010001000000011 0011010101110000 0fae 00ba
0010010100000000 2 0 0 || 0010001000000011 0011010101110000 0fae 00ba
0010010100000000 3 0 0 || 0010001000000011 0011010101110000 07f5 00ba
0010010100000000 3 0 0 || 0010001000000011 0011010101110000 07f5 00ba
0010010100000000 3 0 0 || 0010001000000011 0011010101110000 07f5 00ba
0010010100000000 3 1 0 || 0010001000000011 0011010101110000 07f5 00ba
0010010100000000 3 1 0 || 0010100010110010 0011000100101111 07f5 f8c5
0010010100000000 3 1 0 || 0010100010110010 0011000100101111 07f5 f8c5
0010010100000000 3 1 0 || 0010100010110010 0011000100101111 07f5 f8c5
0010010100000000 3 0 0 || 0010100010110010 0011000100101111 07f5 f8c5
0010010100000000 4 0 0 || 0010100010110010 0011000100101111 03ff f8c5
0010010100000000 4 0 0 || 0010100010110010 0011000100101111 03ff f8c5
0010010100000000 4 0 0 || 0010100010110010 0011000100101111 03ff f8c5
0010010100000000 4 1 0 || 0010100010110010 0011000100101111 03ff f8c5
0010010100000000 4 1 0 || 0010010110011111 0011001110111011 03ff fcc4
0010010100000000 4 1 0 || 0010010110011111 0011001110111011 03ff fcc4
0010010100000000 4 1 0 || 0010010110011111 0011001110111011 03ff fcc4
0010010100000000 4 0 0 || 0010010110011111 0011001110111011 03ff fcc4
0010010100000000 5 0 0 || 0010010110011111 0011001110111011 0200 fcc4
0010010100000000 5 0 0 || 0010010110011111 0011001110111011 0200 fcc4
0010010100000000 5 0 0 || 0010010110011111 0011001110111011 0200 fcc4
0010010100000000 5 1 0 || 0010010110011111 0011001110111011 0200 fcc4
0010010100000000 5 1 0 || 0010010000000001 0011010011101000 0200 fec4
0010010100000000 5 1 0 || 0010010000000001 0011010011101000 0200 fec4
0010010100000000 5 1 0 || 0010010000000001 0011010011101000 0200 fec4
0010010100000000 5 0 0 || 0010010000000001 0011010011101000 0200 fec4
0010010100000000 6 0 0 || 0010010000000001 0011010011101000 0100 fec4
0010010100000000 6 0 0 || 0010010000000001 0011010011101000 0100 fec4
0010010100000000 6 0 0 || 0010010000000001 0011010011101000 0100 fec4
0010010100000000 6 1 0 || 0010010000000001 0011010011101000 0100 fec4
0010010100000000 6 1 0 || 0010001100101101 0011010101111001 0100 ffc4
0010010100000000 6 1 0 || 0010001100101101 0011010101111001 0100 ffc4
0010010100000000 6 1 0 || 0010001100101101 0011010101111001 0100 ffc4
0010010100000000 6 0 0 || 0010001100101101 0011010101111001 0100 ffc4
0010010100000000 7 0 0 || 0010001100101101 0011010101111001 0080 ffc4
0010010100000000 7 0 0 || 0010001100101101 0011010101111001 0080 ffc4
0010010100000000 7 0 0 || 0010001100101101 0011010101111001 0080 ffc4
0010010100000000 7 1 0 || 0010001100101101 0011010101111001 0080 ffc4
0010010100000000 7 1 0 || 0010001011000010 0011010111000000 0080 0044
0010010100000000 7 1 0 || 0010001011000010 0011010111000000 0080 0044
0010010100000000 7 1 0 || 0010001011000010 0011010111000000 0080 0044
0010010100000000 7 0 0 || 0010001011000010 0011010111000000 0080 0044
0010010100000000 8 0 0 || 0010001011000010 0011010111000000 0040 0044
0010010100000000 8 0 0 || 0010001011000010 0011010111000000 0040 0044
0010010100000000 8 0 0 || 0010001011000010 0011010111000000 0040 0044
0010010100000000 8 1 0 || 0010001011000010 0011010111000000 0040 0044
0010010100000000 8 1 0 || 0010001011111000 0011010110011101 0040 0004
0010010100000000 8 1 0 || 0010001011111000 0011010110011101 0040 0004
0010010100000000 8 1 0 || 0010001011111000 0011010110011101 0040 0004
0010010100000000 8 0 0 || 0010001011111000 0011010110011101 0040 0004
0010010100000000 9 0 0 || 0010001011111000 0011010110011101 0020 0004
0010010100000000 9 0 0 || 0010001011111000 0011010110011101 0020 0004
0010010100000000 9 0 0 || 0010001011111000 0011010110011101 0020 0004
0010010100000000 9 1 0 || 0010001011111000 0011010110011101 0020 0004
0010010100000000 9 1 0 || 0010001100010011 0011010110001011 0020 ffe4
0010010100000000 9 1 0 || 0010001100010011 0011010110001011 0020 ffe4
0010010100000000 9 1 0 || 0010001100010011 0011010110001011 0020 ffe4
0010010100000000 9 0 0 || 0010001100010011 0011010110001011 0020 ffe4
0010010100000000 a 0 0 || 0010001100010011 0011010110001011 0010 ffe4
0010010100000000 a 0 0 || 0010001100010011 0011010110001011 0010 ffe4
0010010100000000 a 0 0 || 0010001100010011 0011010110001011 0010 ffe4
0010010100000000 a 1 0 || 0010001100010011 0011010110001011 0010 ffe4
0010010100000000 a 1 0 || 0010001100000101 0011010110010100 0010 fff4
0010010100000000 a 1 0 || 0010001100000101 0011010110010100 0010 fff4
0010010100000000 a 1 0 || 0010001100000101 0011010110010100 0010 fff4
0010010100000000 a 0 0 || 0010001100000101 0011010110010100 0010 fff4
0010010100000000 b 0 0 || 0010001100000101 0011010110010100 0008 fff4
0010010100000000 b 0 0 || 0010001100000101 0011010110010100 0008 fff4
0010010100000000 b 0 0 || 0010001100000101 0011010110010100 0008 fff4
0010010100000000 b 1 0 || 0010001100000101 0011010110010100 0008 fff4
0010010100000000 b 1 0 || 0010001011111110 0011010110011001 0008 fffc
0010010100000000 b 1 0 || 0010001011111110 0011010110011001 0008 fffc
0010010100000000 b 1 0 || 0010001011111110 0011010110011001 0008 fffc
0010010100000000 b 0 0 || 0010001011111110 0011010110011001 0008 fffc
0010010100000000 c 0 0 || 0010001011111110 0011010110011001 0004 fffc
0010010100000000 c 0 0 || 0010001011111110 0011010110011001 0004 fffc
0010010100000000 c 0 0 || 0010001011111110 0011010110011001 0004 fffc
0010010100000000 c 1 0 || 0010001011111110 0011010110011001 0004 fffc
0010010100000000 c 1 0 || 0010001011111010 0011010110011100 0004 0000
0010010100000000 c 1 0 || 0010001011111010 0011010110011100 0004 0000
0010010100000000 c 1 0 || 0010001011111010 0011010110011100 0004 0000
0010010100000000 c 0 0 || 0010001011111010 0011010110011100 0004 0000
0010010100000000 d 0 0 || 0010001011111010 0011010110011100 0002 0000
0010010100000000 d 0 0 || 0010001011111010 0011010110011100 0002 0000
0010010100000000 d 0 0 || 0010001011111010 0011010110011100 0002 0000
0010010100000000 d 1 0 || 0010001011111010 0011010110011100 0002 0000
0010010100000000 d 1 0 || 0010001011111100 0011010110011010 0002 fffe
0010010100000000 d 1 0 || 0010001011111100 0011010110011010 0002 fffe
0010010100000000 d 1 0 || 0010001011111100 0011010110011010 0002 fffe
0010010100000000 d 0 0 || 0010001011111100 0011010110011010 0002 fffe
0010010100000000 e 0 0 || 0010001011111100 0011010110011010 0001 fffe
0010010100000000 e 0 0 || 0010001011111100 0011010110011010 0001 fffe
0010010100000000 e 0 0 || 0010001011111100 0011010110011010 0001 fffe
0010010100000000 e 1 0 || 0010001011111100 0011010110011010 0001 fffe
0010010100000000 e 1 0 || 0010001011111011 0011010110011011 0001 ffff
0010010100000000 e 1 0 || 0010001011111011 0011010110011011 0001 ffff
0010010100000000 e 1 0 || 0010001011111011 0011010110011011 0001 ffff
